방송일시,취급액,주문량,월,화,수,목,금,토,일,요일,휴일,resting_day,working_day,노출(분)
2019-01-01 06:20:00,3262000.0,81.75438596491227,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 06:20:00,6955000.0,174.3107769423559,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 06:40:00,6672000.0,167.21804511278197,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 06:40:00,9337000.0,234.01002506265664,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 07:00:00,6819000.0,115.57627118644068,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 07:20:00,15689000.0,265.91525423728814,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 07:40:00,25370000.0,430.0,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 08:00:00,16133000.0,269.3322203672788,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 08:20:00,30061000.0,501.8530884808013,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 08:40:00,53542000.0,893.8564273789649,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 09:00:00,16075000.0,203.48101265822785,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 09:20:00,25628000.0,324.40506329113924,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 09:40:00,49270000.0,623.6708860759494,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 10:00:00,48799000.0,610.7509386733417,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 10:20:00,97907000.0,1225.369211514393,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 10:40:00,112972000.0,1413.9173967459324,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 11:00:00,24531000.0,350.9442060085837,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 11:20:00,49829000.0,712.8612303290415,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 12:00:00,33823000.0,555.3858784893267,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 12:20:00,59083000.0,970.1642036124795,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 12:40:00,99235000.0,1629.4745484400657,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 13:00:00,32273000.0,296.08256880733944,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 13:30:00,79273000.0,727.2752293577981,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 14:00:00,11269000.0,94.69747899159664,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 14:00:00,20841000.0,175.1344537815126,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 14:30:00,40526000.0,340.5546218487395,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 14:30:00,47294000.0,397.42857142857144,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 15:00:00,14113000.0,231.74055829228243,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 15:20:00,32395000.0,531.9376026272578,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 15:40:00,39669000.0,651.3793103448276,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 16:00:00,60787000.0,1218.1763527054109,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 16:20:00,115457000.0,2313.76753507014,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 16:40:00,83893000.0,1375.295081967213,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 17:00:00,42239000.0,1061.2814070351758,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 17:20:00,73494000.0,1846.5829145728644,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 17:40:00,107103000.0,2691.030150753769,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 18:00:00,59050000.0,1479.9498746867168,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 18:20:00,85937000.0,2153.809523809524,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 18:40:00,101468000.0,2543.0576441102758,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 19:00:00,36620000.0,307.7310924369748,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 19:20:00,69349000.0,582.7647058823529,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 19:40:00,84610000.0,711.0084033613446,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:00:00,35519000.0,80.90888382687928,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:00:00,19123000.0,39.10633946830266,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:20:00,56859000.0,129.51936218678816,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:20:00,58685000.0,120.01022494887526,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:40:00,68320000.0,155.626423690205,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 20:40:00,46068000.0,94.20858895705521,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 21:00:00,16362000.0,32.789579158316634,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 21:20:00,53791000.0,107.79759519038076,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 21:40:00,84562000.0,169.4629258517034,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 22:00:00,38067000.0,127.31438127090301,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 22:30:00,77764000.0,260.0802675585284,False,True,False,False,False,False,False,1,1,True,False,30.0
2019-01-01 23:00:00,23075000.0,256.6740823136819,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 23:20:00,39452000.0,438.84315906562847,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-01 23:40:00,60010000.0,667.519466073415,False,True,False,False,False,False,False,1,1,True,False,20.0
2019-01-02 00:00:00,6082000.0,87.01001430615165,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 00:00:00,6445000.0,92.20314735336194,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 00:20:00,11985000.0,171.45922746781116,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 00:20:00,8491000.0,121.47353361945636,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 00:40:00,16461000.0,235.49356223175965,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 00:40:00,10641000.0,152.23175965665237,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 01:00:00,9647000.0,138.01144492131615,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 01:20:00,15516000.0,221.97424892703862,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 01:40:00,18695000.0,267.45350500715307,False,False,True,False,False,False,False,2,0,False,True,17.1
2019-01-02 06:20:00,11265000.0,378.02013422818794,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 06:40:00,14371000.0,482.248322147651,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 07:00:00,14944000.0,216.57971014492753,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 07:20:00,25881000.0,375.0869565217391,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 07:40:00,30126000.0,436.60869565217394,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 08:00:00,11314000.0,191.76271186440678,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 08:20:00,21397000.0,362.66101694915255,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 08:40:00,34822000.0,590.2033898305085,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 09:00:00,12607000.0,315.96491228070175,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 09:20:00,23042000.0,577.4937343358396,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 09:40:00,38449000.0,963.6340852130326,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:00:00,7239000.0,45.81645569620253,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:00:00,8951000.0,53.279761904761905,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:00:00,2118000.0,14.31081081081081,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:00:00,2262000.0,14.316455696202532,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:20:00,27223000.0,172.29746835443038,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:20:00,13074000.0,77.82142857142857,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:20:00,9408000.0,63.567567567567565,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:20:00,4507000.0,28.525316455696203,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:40:00,44478000.0,281.50632911392404,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:40:00,18925000.0,112.64880952380952,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:40:00,13024000.0,88.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 10:40:00,3368000.0,21.31645569620253,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 11:00:00,29763000.0,99.54180602006689,False,False,True,False,False,False,False,2,0,False,True,30.0
2019-01-02 11:30:00,66392000.0,222.04682274247492,False,False,True,False,False,False,False,2,0,False,True,30.0
2019-01-02 12:00:00,10107000.0,42.46638655462185,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:00:00,2270000.0,9.956140350877194,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:00:00,1469000.0,6.738532110091743,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:00:00,2757000.0,13.254807692307692,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:20:00,17801000.0,74.79411764705883,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:20:00,17732000.0,77.7719298245614,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:20:00,10627000.0,48.74770642201835,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:20:00,4731000.0,22.745192307692307,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:40:00,25462000.0,106.98319327731092,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:40:00,21428000.0,93.98245614035088,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 12:40:00,6384000.0,29.28440366972477,False,False,True,False,False,False,False,2,0,False,True,20.0
